1|1|133|68|2|6|47686,28|
1|2|26|89|3|7|66069,67|
1|3|56|3|4|8|22602,6|
1|4|12|35|5|9|38486,01|
1|5|3|90|2|4|64516,13|
1|6|119|87|2|5|50897,37|
1|7|48|77|3|6|56607,89|
1|8|111|40|4|7|32393,9|
1|9|13|72|5|8|59300,23|
1|10|34|75|1|9|33328,5|
1|11|158|22|2|10|40998,28|
1|12|161|40|3|5|56089,13|
1|13|33|89|4|6|84303,08|
1|14|22|98|5|7|44102,21|
1|15|84|67|1|8|47596,25|
1|16|64|50|2|9|67042,91|
1|17|38|88|3|10|41054,05|
1|18|112|54|4|5|60655,01|
1|19|153|33|5|6|34190,24|
2|1|129|94|3|7|50532,99|
2|2|126|13|5|9|79497,13|
2|3|30|1|2|5|18729,27|
2|4|116|100|4|7|82622,45|
2|5|179|2|1|9|39564,75|
2|6|154|5|3|5|85456,29|
2|7|148|55|5|7|47111,81|
3|1|129|94|4|8|50532,99|
3|2|67|48|2|5|80238,82|
3|3|182|62|5|8|54108,49|
4|1|181|36|5|9|65679,55|
4|2|20|66|4|7|45015,39|
4|3|56|3|3|5|22602,6|
4|4|145|63|2|9|34859,07|
4|5|14|45|1|7|42027,19|
4|6|160|49|5|5|33547,21|
4|7|131|94|4|9|49486,87|
4|8|49|30|3|7|56127,74|
4|9|57|85|2|5|41362,68|
4|10|76|98|1|9|39330,57|
4|12|70|83|5|7|36098,02|
4|13|178|8|4|5|40732,47|
4|14|173|51|3|9|65949,66|
4|15|110|80|2|7|70099,66|
4|16|18|63|1|5|66168,3|
5|1|3|90|1|10|66695,64|
5|2|120|11|1|9|64676,39|
5|3|145|63|1|8|34859,07|
6|1|166|17|2|5|52895,22|
6|2|9|58|3|5|34276,0|
6|3|113|96|4|5|42473,07|
6|4|65|69|5|5|42721,73|
6|5|94|46|1|5|84753,22|
7|1|6|54|3|6|87226,92|
7|2|124|62|5|7|66922,86|
7|3|108|21|2|8|84594,58|
7|4|128|78|4|9|76354,63|
7|5|15|3|1|10|15229,8|
7|6|47|10|3|5|60466,34|
7|7|112|54|5|6|60655,01|
7|8|147|85|2|7|66378,38|
7|9|192|70|4|8|84363,09|
7|10|110|80|1|9|70099,66|
7|11|115|14|3|10|67771,75|
7|12|89|83|5|5|47527,66|
7|13|23|74|2|6|84221,63|
7|14|99|72|4|7|50065,66|
7|15|101|73|1|8|89953,53|
7|16|57|85|3|9|41362,68|
7|17|25|79|5|10|85636,36|
7|18|45|46|2|5|36715,4|
8|1|78|38|4|7|79518,56|
8|2|137|3|2|9|14592,6|
8|3|124|62|5|5|66922,86|
8|4|69|57|3|7|73302,17|
8|5|176|7|1|9|33675,8|
8|6|165|92|4|5|41881,44|
9|1|86|66|5|8|34100,22|
10|1|38|88|1|9|41054,05|
10|2|191|22|1|7|33564,32|
10|3|64|50|1|5|67042,91|
10|4|45|46|1|9|36715,4|
10|5|144|100|1|7|75698,72|
10|6|78|38|1|5|79518,56|
10|7|79|69|1|9|59484,59|
10|8|122|38|1|7|32381,03|
10|9|72|66|1|5|70116,82|
10|10|101|73|1|9|89953,53|
10|11|172|34|1|7|65842,48|
10|12|167|28|1|5|57439,6|
11|1|159|21|2|10|87797,12|
11|2|54|32|3|9|33757,24|
12|1|188|10|3|5|35665,04|
12|2|139|8|5|5|38923,3|
12|3|26|89|2|5|66069,67|
12|4|125|50|4|5|54254,24|
12|5|148|55|3|5|47111,81|
12|6|117|62|3|5|38121,6|
12|7|191|22|5|5|33564,32|
12|8|22|98|2|5|44102,21|
12|9|169|34|4|5|55737,59|
12|10|72|66|1|5|70116,82|
12|11|37|82|3|5|31600,8|
12|12|46|58|5|5|32428,22|
12|13|143|47|2|5|50387,19|
12|14|111|40|4|5|32393,9|
12|15|81|91|1|5|85040,47|
13|1|40|8|4|6|47501,94|
14|1|1|14|5|7|80538,96|
14|2|93|20|4|9|76646,17|
14|3|60|46|3|5|45679,9|
14|4|34|75|2|7|33328,5|
14|5|107|61|1|9|67351,55|
14|6|52|27|5|5|59750,44|
14|7|12|35|4|7|38486,01|
14|8|167|28|3|9|57439,6|
14|9|162|94|2|5|41465,58|
14|10|84|67|1|7|47596,25|
14|11|61|9|5|9|53868,41|
14|12|91|68|4|5|82228,06|
14|13|151|12|3|7|32145,26|
14|14|99|72|2|9|50065,66|
14|15|120|11|1|5|64676,39|
14|16|139|8|5|7|38923,3|
14|17|177|70|4|9|68646,29|
15|1|15|3|1|8|15229,8|
15|2|136|75|1|5|56316,37|
15|3|60|46|1|8|45679,9|
15|4|12|35|1|5|38486,01|
15|5|194|20|1|8|71372,95|
15|6|111|40|1|5|32393,9|
15|7|72|66|1|8|70116,82|
15|8|125|50|1|5|54254,24|
15|9|42|43|1|8|35334,9|
15|10|130|89|1|5|45023,95|
15|11|18|63|1|8|66168,3|
15|12|70|83|1|5|36098,02|
15|13|2|87|1|8|52273,58|
15|14|20|66|1|5|45015,39|
15|15|122|38|1|8|32381,03|
15|16|24|99|1|5|57816,92|
15|17|7|68|1|8|66275,48|
15|18|156|90|1|5|56706,5|
15|19|144|100|1|8|75698,72|
15|20|6|54|1|5|87226,92|
16|1|6|54|2|9|87226,92|
16|2|150|91|3|7|45354,08|
16|3|104|84|4|5|33928,71|
16|4|93|20|5|9|76646,17|
16|5|97|25|1|7|62121,2|
16|6|132|49|2|5|35099,15|
16|7|153|33|3|9|34190,24|
16|8|17|94|4|7|49435,45|
16|9|107|61|5|5|67351,55|
16|10|81|91|1|9|85040,47|
16|11|91|68|2|7|82228,06|
16|12|47|10|3|5|60466,34|
16|13|6|54|4|9|87226,92|
16|14|46|58|5|7|32428,22|
16|15|8|21|1|5|44513,77|
16|16|8|21|2|9|44513,77|
16|17|67|48|3|7|80238,82|
16|18|167|28|4|5|57439,6|
17|1|38|88|3|10|41054,05|
17|2|81|91|5|9|85040,47|
17|3|105|55|2|8|75745,85|
17|4|99|72|4|7|50065,66|
17|5|66|47|1|6|51013,14|
17|6|126|13|3|5|79497,13|
17|7|178|8|5|10|40732,47|
17|8|16|54|2|9|50460,1|
17|9|135|14|4|8|37122,65|
17|10|70|83|1|7|36098,02|
17|11|61|9|3|6|53868,41|
17|12|10|60|5|5|41692,82|
18|1|51|23|4|5|68071,83|
18|2|90|4|2|5|38288,8|
18|3|60|46|5|5|45679,9|
18|4|80|5|3|5|59767,53|
18|5|122|38|1|5|32381,03|
18|6|123|58|4|5|44779,59|
19|1|5|25|5|6|89674,88|
19|2|126|13|4|7|79497,13|
19|3|63|68|3|8|55608,96|
19|4|97|25|2|9|62121,2|
19|5|84|67|1|10|47596,25|
19|6|146|47|5|5|44368,02|
20|1|72|66|1|7|70116,82|
21|1|12|35|2|8|38486,01|
21|2|42|43|3|5|35334,9|
21|3|53|27|4|8|79454,25|
21|4|179|2|5|5|39564,75|
21|5|86|66|1|8|34100,22|
21|6|151|12|2|5|32145,26|
21|7|73|45|3|8|76226,04|
21|8|147|85|4|5|66378,38|
21|9|107|61|5|8|67351,55|
22|1|12|35|3|9|38486,01|
22|2|25|79|5|7|85636,36|
22|3|89|83|2|5|47527,66|
